Customer ID,TotalTransactions,TotalSpent,FirstPurchase,LastPurchase,Recency,Frequency,MonetaryValue,AvgOrderValue,Churn
12368.0,18,917.6999999999999,2010-03-21 15:56:00,2010-03-21 15:56:00,264,18,917.6999999999999,50.98333333333333,1
12369.0,93,1791.15,2010-03-08 08:09:00,2010-10-22 13:13:00,49,93,1791.15,19.25967741935484,0
12370.0,35,774.62,2010-02-09 09:41:00,2010-03-25 12:10:00,260,35,774.62,22.132,1
12371.0,104,2179.42,2010-03-04 18:23:00,2010-10-26 13:37:00,45,104,2179.42,20.95596153846154,0
12373.0,37,763.0500000000001,2010-02-04 12:08:00,2010-03-25 13:49:00,260,37,763.0500000000001,20.622972972972974,1
12374.0,50,2246.29,2010-04-30 14:01:00,2010-10-14 13:31:00,57,50,2246.29,44.9258,0
12376.0,13,503.15,2010-10-18 08:42:00,2010-11-15 12:15:00,25,13,503.15,38.70384615384615,0
12377.0,75,1798.2,2010-04-29 15:34:00,2010-11-23 19:24:00,17,75,1798.2,23.976,0
12378.0,82,1407.7,2010-05-26 14:07:00,2010-05-26 14:07:00,198,82,1407.7,17.167073170731708,1
12379.0,41,767.98,2010-06-23 12:49:00,2010-10-13 14:46:00,58,41,767.98,18.73121951219512,0
12380.0,178,5167.44,2010-02-15 12:05:00,2010-11-23 12:06:00,17,178,5167.44,29.030561797752807,0
12382.0,1,-18.38,2010-01-26 16:25:00,2010-01-26 16:25:00,318,1,-18.38,-18.38,1
12385.0,66,1923.4,2010-11-25 15:14:00,2010-11-25 15:19:00,15,66,1923.4,29.142424242424244,0
12386.0,8,258.9,2010-12-08 09:53:00,2010-12-08 09:53:00,2,8,258.9,32.3625,0
12387.0,9,143.94,2010-10-20 16:27:00,2010-10-20 16:27:00,51,9,143.94,15.993333333333332,0
12388.0,46,1120.45,2010-05-06 12:54:00,2010-09-20 12:41:00,81,46,1120.45,24.357608695652175,0
12389.0,49,1433.33,2010-02-22 10:15:00,2010-11-02 11:52:00,38,49,1433.33,29.251632653061222,0
12391.0,187,2286.93,2010-02-15 10:12:00,2010-09-01 12:38:00,100,187,2286.93,12.229572192513368,1
12392.0,7,234.75000000000003,2010-04-27 14:04:00,2010-04-27 14:04:00,227,7,234.75000000000003,33.53571428571429,1
12393.0,48,794.15,2010-10-07 13:49:00,2010-11-22 16:10:00,18,48,794.15,16.544791666666665,0
12395.0,98,2048.64,2010-04-16 10:16:00,2010-12-03 16:35:00,7,98,2048.64,20.904489795918366,0
12396.0,65,931.43,2010-02-03 13:22:00,2010-02-03 13:22:00,310,65,931.43,14.329692307692307,1
12399.0,51,853.65,2010-03-05 08:45:00,2010-11-19 08:53:00,21,51,853.65,16.738235294117647,0
12400.0,11,205.25,2010-10-21 13:45:00,2010-10-21 13:45:00,50,11,205.25,18.65909090909091,0
12402.0,60,1018.55,2010-02-07 12:41:00,2010-11-12 09:50:00,28,60,1018.55,16.975833333333334,0
12403.0,4,591.6600000000001,2010-07-06 11:39:00,2010-07-06 11:39:00,157,4,591.6600000000001,147.91500000000002,1
12404.0,1,63.24,2010-01-26 16:25:00,2010-01-26 16:25:00,318,1,63.24,63.24,1
12406.0,62,2791.46,2010-01-11 14:04:00,2010-11-16 11:55:00,24,62,2791.46,45.023548387096774,0
12408.0,57,1437.07,2010-07-29 13:27:00,2010-11-25 14:23:00,15,57,1437.07,25.211754385964912,0
12409.0,158,12033.539999999999,2010-05-23 15:21:00,2010-10-15 10:24:00,56,158,12033.539999999999,76.16164556962025,0
12410.0,14,320.38,2010-07-25 13:26:00,2010-07-25 13:26:00,138,14,320.38,22.884285714285713,1
12411.0,22,346.9,2010-10-26 09:25:00,2010-10-26 09:25:00,45,22,346.9,15.768181818181818,0
12412.0,70,1354.15,2010-06-18 13:22:00,2010-11-02 17:02:00,38,70,1354.15,19.345000000000002,0
12413.0,13,241.35,2010-11-02 13:26:00,2010-11-02 13:26:00,38,13,241.35,18.565384615384616,0
12414.0,19,130.0,2010-09-02 12:22:00,2010-09-02 13:53:00,99,19,130.0,6.842105263157895,1
12415.0,212,19543.84,2010-06-30 08:30:00,2010-11-29 15:07:00,11,212,19543.84,92.18792452830189,0
12416.0,11,202.56,2010-02-21 10:19:00,2010-02-21 10:19:00,292,11,202.56,18.414545454545454,1
12417.0,183,3129.41,2009-12-06 10:30:00,2010-11-03 13:15:00,37,183,3129.41,17.100601092896174,0
12418.0,69,1348.37,2010-03-19 14:47:00,2010-10-22 10:29:00,49,69,1348.37,19.541594202898548,0
12419.0,25,503.01,2010-10-22 10:40:00,2010-11-19 10:04:00,21,25,503.01,20.1204,0
12421.0,21,286.56,2010-07-22 13:57:00,2010-10-20 14:28:00,51,21,286.56,13.645714285714286,0
12422.0,137,3315.79,2009-12-18 12:44:00,2010-11-10 13:19:00,30,137,3315.79,24.202846715328466,0
12423.0,40,763.08,2010-08-31 09:31:00,2010-11-17 11:33:00,23,40,763.08,19.077,0
12424.0,67,1528.82,2009-12-07 14:43:00,2010-10-13 10:29:00,58,67,1528.82,22.81820895522388,0
12425.0,59,903.61,2010-09-17 14:10:00,2010-10-05 14:50:00,66,59,903.61,15.31542372881356,0
12426.0,52,728.6800000000001,2010-02-15 08:41:00,2010-03-03 11:22:00,282,52,728.6800000000001,14.013076923076925,1
12427.0,10,303.5,2010-12-03 10:44:00,2010-12-03 10:44:00,7,10,303.5,30.35,0
12429.0,77,3685.11,2010-06-11 13:28:00,2010-12-09 12:05:00,1,77,3685.11,47.85857142857143,0
12431.0,173,4303.02,2010-01-15 09:04:00,2010-12-01 10:03:00,9,173,4303.02,24.872947976878613,0
12433.0,287,7052.99,2010-08-20 09:23:00,2010-12-08 16:49:00,2,287,7052.99,24.574878048780487,0
12434.0,20,297.29,2010-11-23 13:38:00,2010-11-23 13:38:00,17,20,297.29,14.864500000000001,0
12435.0,76,6096.04,2009-12-02 13:58:00,2010-11-08 10:07:00,32,76,6096.04,80.21105263157895,0
12437.0,382,7498.19,2009-12-02 16:24:00,2010-11-11 19:12:00,29,382,7498.19,19.62876963350785,0
12439.0,75,1104.48,2009-12-14 08:40:00,2010-01-26 12:11:00,318,75,1104.48,14.7264,1
12440.0,35,768.15,2009-12-22 12:03:00,2010-09-08 15:57:00,93,35,768.15,21.947142857142858,1
12441.0,11,173.55,2010-12-08 10:45:00,2010-12-08 10:45:00,2,11,173.55,15.77727272727273,0
12443.0,21,485.31,2009-12-07 15:42:00,2009-12-07 15:42:00,368,21,485.31,23.11,1
12445.0,21,293.08000000000004,2010-10-15 12:28:00,2010-11-04 18:11:00,36,21,293.08000000000004,13.956190476190478,0
12449.0,10,768.6,2010-09-27 09:37:00,2010-10-25 12:21:00,46,10,768.6,76.86,0
12450.0,32,469.07,2010-08-22 13:11:00,2010-11-05 16:27:00,35,32,469.07,14.6584375,0
12451.0,159,3613.0099999999998,2010-06-28 12:58:00,2010-09-02 15:38:00,99,159,3613.0099999999998,22.723333333333333,1
12454.0,42,4292.71,2010-01-26 16:24:00,2010-11-09 10:09:00,31,42,4292.71,102.20738095238096,0
12455.0,137,3413.09,2009-12-18 12:33:00,2010-09-20 14:39:00,81,137,3413.09,24.913065693430656,0
12457.0,25,554.53,2010-09-30 17:59:00,2010-10-18 13:52:00,53,25,554.53,22.1812,0
12458.0,46,830.09,2010-08-09 10:33:00,2010-10-08 11:36:00,63,46,830.09,18.045434782608698,0
12459.0,23,454.36,2010-04-13 14:53:00,2010-04-13 14:53:00,241,23,454.36,19.754782608695653,1
12460.0,18,326.65,2010-09-09 13:51:00,2010-09-09 13:51:00,92,18,326.65,18.147222222222222,1
12466.0,1,56.73,2010-01-26 16:26:00,2010-01-26 16:26:00,318,1,56.73,56.73,1
12467.0,18,0.0,2010-10-12 15:41:00,2010-11-18 15:53:00,22,18,0.0,0.0,0
12468.0,123,2900.5099999999998,2010-01-19 12:13:00,2010-10-05 19:05:00,66,123,2900.5099999999998,23.581382113821135,0
12469.0,76,3070.54,2010-06-21 10:30:00,2010-07-05 12:40:00,158,76,3070.54,40.40184210526316,1
12470.0,23,211.95,2010-01-19 11:01:00,2010-01-19 11:01:00,325,23,211.95,9.215217391304348,1
12471.0,767,19207.69,2009-12-02 14:43:00,2010-12-02 10:37:00,8,767,19207.69,25.04262059973924,0
12472.0,658,10727.21,2009-12-09 10:47:00,2010-12-05 14:19:00,5,658,10727.21,16.302750759878418,0
12474.0,307,4849.98,2010-02-11 09:41:00,2010-12-06 12:00:00,4,307,4849.98,15.797980456026057,0
12475.0,25,426.26,2010-10-26 08:49:00,2010-10-26 08:49:00,45,25,426.26,17.0504,0
12476.0,300,7169.04,2010-07-26 09:04:00,2010-11-30 11:49:00,10,300,7169.04,23.8968,0
12477.0,264,7056.63,2010-03-26 14:01:00,2010-11-05 09:35:00,35,264,7056.63,26.72965909090909,0
12480.0,91,2153.4700000000003,2010-07-20 13:21:00,2010-11-05 15:08:00,35,91,2153.4700000000003,23.664505494505498,0
12481.0,177,6626.17,2010-04-11 13:10:00,2010-12-09 10:13:00,1,177,6626.17,37.43598870056497,0
12482.0,207,21893.53,2010-02-24 10:24:00,2010-09-16 12:20:00,85,207,21893.53,105.76584541062802,0
12483.0,67,2519.7400000000002,2010-01-31 13:28:00,2010-11-26 12:35:00,14,67,2519.7400000000002,37.60805970149254,0
12484.0,134,1808.58,2009-12-03 10:57:00,2010-08-19 12:08:00,113,134,1808.58,13.49686567164179,1
12485.0,34,708.1,2010-06-28 15:22:00,2010-06-28 15:22:00,165,34,708.1,20.826470588235296,1
12486.0,49,1037.28,2010-10-04 12:14:00,2010-10-04 12:14:00,67,49,1037.28,21.168979591836734,0
12487.0,3,259.79999999999995,2009-12-09 09:16:00,2009-12-09 11:36:00,366,3,259.79999999999995,86.59999999999998,1
12490.0,218,4400.71,2009-12-01 12:52:00,2010-11-26 14:16:00,14,218,4400.71,20.186743119266055,0
12492.0,22,452.0,2010-11-01 14:58:00,2010-11-01 14:58:00,39,22,452.0,20.545454545454547,0
12494.0,38,604.17,2010-05-12 13:52:00,2010-12-09 11:31:00,1,38,604.17,15.89921052631579,0
12495.0,19,323.4,2010-03-09 10:53:00,2010-03-15 10:20:00,270,19,323.4,17.021052631578947,1
12496.0,13,54.09,2010-03-29 13:57:00,2010-03-29 14:06:00,256,13,54.09,4.160769230769231,1
12497.0,44,5168.650000000001,2010-01-26 17:21:00,2010-11-04 12:31:00,36,44,5168.650000000001,117.4693181818182,0
12499.0,27,393.72,2010-05-28 15:12:00,2010-05-28 15:12:00,196,27,393.72,14.582222222222223,1
12500.0,91,1666.04,2010-02-04 15:05:00,2010-09-30 18:45:00,71,91,1666.04,18.308131868131866,0
12503.0,2,1126.0,2010-05-04 13:59:00,2010-05-04 13:59:00,220,2,1126.0,563.0,1
12504.0,11,297.0,2010-04-22 10:24:00,2010-10-18 15:09:00,53,11,297.0,27.0,0
12505.0,46,912.5,2010-10-27 09:18:00,2010-11-11 17:54:00,29,46,912.5,19.83695652173913,0
12507.0,28,539.25,2010-05-04 09:23:00,2010-05-04 09:23:00,220,28,539.25,19.258928571428573,1
12510.0,121,2706.76,2009-12-04 13:47:00,2010-09-06 14:27:00,95,121,2706.76,22.369917355371904,1
12511.0,194,3065.77,2010-10-07 10:39:00,2010-10-21 10:58:00,50,194,3065.77,15.802938144329897,0
12514.0,33,580.08,2010-03-08 12:18:00,2010-03-08 12:18:00,277,33,580.08,17.578181818181818,1
12516.0,48,1336.56,2010-04-19 14:14:00,2010-10-05 09:43:00,66,48,1336.56,27.845,0
12519.0,24,354.35,2010-08-20 08:21:00,2010-09-01 14:40:00,100,24,354.35,14.764583333333334,1
12523.0,155,2475.28,2009-12-02 10:28:00,2010-11-30 12:31:00,10,155,2475.28,15.969548387096776,0
12524.0,98,6605.64,2010-02-08 14:41:00,2010-11-16 09:08:00,24,98,6605.64,67.40448979591837,0
12525.0,77,835.1800000000001,2009-12-04 10:10:00,2010-08-05 18:09:00,127,77,835.1800000000001,10.846493506493507,1
12527.0,14,386.8,2010-06-28 15:37:00,2010-08-02 12:23:00,130,14,386.8,27.62857142857143,1
12529.0,23,311.78000000000003,2010-06-29 13:10:00,2010-07-05 09:35:00,158,23,311.78000000000003,13.555652173913044,1
12530.0,94,2066.23,2010-03-07 14:37:00,2010-10-26 18:35:00,45,94,2066.23,21.981170212765957,0
12531.0,116,1773.83,2010-01-22 14:17:00,2010-01-28 10:43:00,316,116,1773.83,15.291637931034483,1
12533.0,90,1149.99,2009-12-01 11:50:00,2010-03-31 10:24:00,254,90,1149.99,12.777666666666667,1
12537.0,43,732.94,2010-10-27 08:36:00,2010-10-27 08:36:00,44,43,732.94,17.04511627906977,0
12538.0,13,276.5,2010-11-26 13:02:00,2010-11-26 13:02:00,14,13,276.5,21.26923076923077,0
12539.0,231,5646.400000000001,2009-12-23 13:00:00,2010-09-15 09:50:00,86,231,5646.400000000001,24.443290043290045,0
12540.0,294,8798.25,2009-12-07 16:56:00,2010-11-26 10:43:00,14,294,8798.25,29.926020408163264,0
12542.0,45,423.38,2010-03-09 16:26:00,2010-08-12 19:12:00,120,45,423.38,9.408444444444445,1
12543.0,43,980.25,2010-09-17 15:51:00,2010-09-17 15:51:00,84,43,980.25,22.796511627906977,0
12547.0,13,175.78,2010-07-27 13:55:00,2010-07-27 13:55:00,136,13,175.78,13.521538461538462,1
12549.0,49,1575.68,2010-01-11 12:29:00,2010-05-13 12:05:00,211,49,1575.68,32.15673469387755,1
12553.0,48,896.57,2010-10-12 13:35:00,2010-11-19 12:18:00,21,48,896.57,18.678541666666668,0
12554.0,26,468.5,2010-09-17 12:29:00,2010-09-17 12:29:00,84,26,468.5,18.01923076923077,0
12555.0,1,129.23,2010-01-26 16:26:00,2010-01-26 16:26:00,318,1,129.23,129.23,1
12557.0,25,6725.18,2009-12-17 10:39:00,2010-12-03 12:20:00,7,25,6725.18,269.0072,0
12562.0,39,1185.18,2010-09-30 13:13:00,2010-11-19 09:35:00,21,39,1185.18,30.38923076923077,0
12563.0,13,249.24,2010-10-27 09:52:00,2010-10-27 09:52:00,44,13,249.24,19.172307692307694,0
12567.0,195,4278.88,2010-02-11 10:30:00,2010-12-07 10:36:00,3,195,4278.88,21.94297435897436,0
12568.0,5,70.0,2010-03-05 09:15:00,2010-03-05 09:15:00,280,5,70.0,14.0,1
12570.0,1,77.52,2010-01-26 17:28:00,2010-01-26 17:28:00,318,1,77.52,77.52,1
12573.0,91,556.87,2010-08-31 17:25:00,2010-11-23 13:01:00,17,91,556.87,6.11945054945055,0
12575.0,38,622.8199999999999,2010-07-01 09:15:00,2010-09-08 13:09:00,93,38,622.8199999999999,16.389999999999997,1
12576.0,58,776.89,2010-07-01 13:46:00,2010-11-12 12:44:00,28,58,776.89,13.394655172413794,0
12577.0,155,995.9499999999999,2009-12-03 19:31:00,2010-11-23 14:06:00,17,155,995.9499999999999,6.425483870967741,0
12578.0,61,1819.0900000000001,2010-09-22 11:19:00,2010-11-19 17:21:00,21,61,1819.0900000000001,29.82114754098361,0
12580.0,34,637.2,2010-05-12 11:45:00,2010-05-12 11:45:00,212,34,637.2,18.741176470588236,1
12582.0,81,1469.04,2010-05-11 09:55:00,2010-10-13 10:52:00,58,81,1469.04,18.136296296296297,0
12583.0,220,7157.5599999999995,2009-12-06 11:57:00,2010-12-01 08:45:00,9,220,7157.5599999999995,32.534363636363636,0
12586.0,84,1848.73,2009-12-16 13:15:00,2010-12-06 09:31:00,4,84,1848.73,22.008690476190477,0
12588.0,38,724.08,2010-04-21 12:22:00,2010-11-05 12:53:00,35,38,724.08,19.054736842105264,0
12589.0,177,2447.49,2010-01-19 12:26:00,2010-10-21 18:41:00,50,177,2447.49,13.827627118644067,0
12590.0,2,-7.9,2010-04-12 07:20:00,2010-07-26 13:06:00,137,2,-7.9,-3.95,1
12591.0,43,899.3,2010-10-27 10:42:00,2010-11-14 14:32:00,26,43,899.3,20.91395348837209,0
12592.0,66,715.02,2010-07-08 14:06:00,2010-07-08 14:26:00,155,66,715.02,10.833636363636364,1
12594.0,83,1724.29,2010-03-03 13:51:00,2010-11-26 12:17:00,14,83,1724.29,20.774578313253013,0
12595.0,19,299.02,2010-07-23 09:10:00,2010-07-23 09:10:00,140,19,299.02,15.737894736842104,1
12598.0,78,1411.99,2010-03-01 09:58:00,2010-09-30 12:36:00,71,78,1411.99,18.102435897435896,0
12599.0,71,1264.14,2010-05-11 10:42:00,2010-11-23 15:49:00,17,71,1264.14,17.804788732394368,0
12600.0,75,2374.75,2009-12-07 13:37:00,2010-12-03 12:57:00,7,75,2374.75,31.663333333333334,0
12601.0,6,104.19999999999999,2010-10-31 10:57:00,2010-10-31 10:57:00,40,6,104.19999999999999,17.366666666666664,0
12605.0,79,1225.45,2010-09-07 14:21:00,2010-12-09 15:41:00,1,79,1225.45,15.512025316455697,0
12606.0,1,21.0,2010-01-26 16:23:00,2010-01-26 16:23:00,318,1,21.0,21.0,1
12608.0,16,415.79,2010-10-31 10:49:00,2010-10-31 10:49:00,40,16,415.79,25.986875,0
12609.0,116,2291.01,2009-12-20 13:30:00,2010-11-30 14:48:00,10,116,2291.01,19.750086206896555,0
12613.0,184,3372.54,2009-12-14 13:10:00,2010-11-16 17:17:00,24,184,3372.54,18.329021739130436,0
12615.0,173,3273.69,2009-12-01 12:09:00,2010-10-22 09:45:00,49,173,3273.69,18.92306358381503,0
12616.0,23,388.1,2010-11-16 11:38:00,2010-11-22 12:13:00,18,23,388.1,16.87391304347826,0
12619.0,10,140.14,2010-05-28 12:52:00,2010-05-28 12:52:00,196,10,140.14,14.014,1
12621.0,312,10967.24,2010-02-09 12:01:00,2010-12-09 10:16:00,1,312,10967.24,35.15141025641026,0
12623.0,158,3334.7400000000002,2010-01-12 11:45:00,2010-10-19 09:35:00,52,158,3334.7400000000002,21.10594936708861,0
12625.0,97,2481.06,2010-04-22 11:33:00,2010-07-18 15:56:00,145,97,2481.06,25.577938144329895,1
12629.0,45,1558.22,2010-10-12 16:40:00,2010-11-19 09:18:00,21,45,1558.22,34.62711111111111,0
12631.0,155,2811.77,2010-01-15 14:50:00,2010-10-04 14:07:00,67,155,2811.77,18.140451612903227,0
12632.0,38,738.88,2010-05-24 09:07:00,2010-07-07 09:39:00,156,38,738.88,19.44421052631579,1
12633.0,210,3454.58,2010-07-02 11:44:00,2010-11-22 13:09:00,18,210,3454.58,16.450380952380954,0
12634.0,20,490.0,2010-06-09 15:41:00,2010-06-22 10:05:00,171,20,490.0,24.5,1
12635.0,78,1241.23,2010-09-09 10:50:00,2010-11-12 15:46:00,28,78,1241.23,15.913205128205128,0
12636.0,1,141.0,2009-12-01 09:55:00,2009-12-01 09:55:00,374,1,141.0,141.0,1
12637.0,245,2318.41,2010-06-14 13:36:00,2010-11-26 13:50:00,14,245,2318.41,9.462897959183673,0
12638.0,9,249.8,2010-03-10 10:30:00,2010-03-10 10:30:00,275,9,249.8,27.755555555555556,1
12639.0,42,826.27,2010-03-22 09:05:00,2010-10-01 12:17:00,70,42,826.27,19.673095238095236,0
12643.0,32,4536.26,2010-04-07 14:16:00,2010-11-19 12:42:00,21,32,4536.26,141.758125,0
12644.0,92,1337.63,2010-01-14 13:02:00,2010-10-05 10:23:00,66,92,1337.63,14.539456521739131,0
12645.0,89,1743.72,2010-02-09 10:49:00,2010-10-26 18:44:00,45,89,1743.72,19.5923595505618,0
12647.0,446,14012.87,2010-01-13 15:06:00,2010-12-07 12:28:00,3,446,14012.87,31.418991031390135,0
12648.0,45,778.95,2010-01-07 18:38:00,2010-10-01 12:33:00,70,45,778.95,17.310000000000002,0
12649.0,91,1634.99,2010-01-12 17:24:00,2010-12-09 14:42:00,1,91,1634.99,17.966923076923077,0
12651.0,23,251.29999999999998,2010-08-31 15:21:00,2010-11-26 11:58:00,14,23,251.29999999999998,10.926086956521738,0
12652.0,3,97.05000000000001,2010-10-01 15:16:00,2010-10-01 15:16:00,70,3,97.05000000000001,32.35,0
12653.0,43,1950.98,2010-07-01 09:56:00,2010-07-01 09:56:00,162,43,1950.98,45.37162790697675,1
12655.0,16,261.35,2010-10-12 09:17:00,2010-10-12 09:17:00,59,16,261.35,16.334375,0
12656.0,123,2338.06,2010-05-26 09:00:00,2010-10-10 10:43:00,61,123,2338.06,19.00861788617886,0
12661.0,11,162.0,2010-09-29 16:46:00,2010-09-29 16:46:00,72,11,162.0,14.727272727272727,0
12662.0,179,3132.09,2010-04-01 09:50:00,2010-12-01 13:04:00,9,179,3132.09,17.497709497206706,0
12663.0,11,204.0,2010-02-09 14:28:00,2010-03-25 09:40:00,260,11,204.0,18.545454545454547,1
12664.0,8,1188.16,2009-12-13 10:28:00,2010-07-13 13:28:00,150,8,1188.16,148.52,1
12665.0,17,239.7,2010-02-08 15:11:00,2010-10-18 11:34:00,53,17,239.7,14.1,0
12666.0,31,1248.42,2010-11-10 16:40:00,2010-11-10 16:40:00,30,31,1248.42,40.27161290322581,0
12668.0,378,7637.53,2010-01-31 15:45:00,2010-11-26 11:48:00,14,378,7637.53,20.20510582010582,0
12670.0,23,764.24,2010-02-11 10:13:00,2010-11-19 10:05:00,21,23,764.24,33.22782608695652,0
12671.0,45,2622.481,2010-04-12 16:30:00,2010-04-12 16:30:00,242,45,2622.481,58.27735555555556,1
12672.0,15,184.6,2010-04-23 09:57:00,2010-04-29 15:31:00,225,15,184.6,12.306666666666667,1
12673.0,32,619.5,2010-11-03 10:46:00,2010-11-03 10:46:00,37,32,619.5,19.359375,0
12675.0,115,934.8,2010-05-10 16:44:00,2010-06-04 09:49:00,189,115,934.8,8.128695652173912,1
12676.0,63,1441.7,2010-08-13 13:29:00,2010-10-27 09:36:00,44,63,1441.7,22.884126984126986,0
12677.0,23,389.3,2009-12-07 14:38:00,2010-06-02 14:30:00,191,23,389.3,16.92608695652174,1
12678.0,214,16262.87,2010-01-07 16:46:00,2010-11-29 09:55:00,11,214,16262.87,75.99471962616823,0
12681.0,848,16874.17,2009-12-13 13:31:00,2010-12-07 10:08:00,3,848,16874.17,19.89878537735849,0
12682.0,517,11657.59,2009-12-01 09:28:00,2010-12-09 14:49:00,1,517,11657.59,22.54852998065764,0
12683.0,199,4197.51,2009-12-13 15:01:00,2010-12-09 12:17:00,1,199,4197.51,21.093015075376886,0
12686.0,7,89.14,2010-12-03 09:51:00,2010-12-03 09:51:00,7,7,89.14,12.734285714285715,0
12687.0,126,2138.91,2010-08-16 12:10:00,2010-08-16 12:12:00,116,126,2138.91,16.97547619047619,1
12691.0,7,134.6,2010-10-15 12:00:00,2010-10-15 12:00:00,56,7,134.6,19.228571428571428,0
12692.0,13,110.95,2010-03-12 14:02:00,2010-03-12 14:02:00,273,13,110.95,8.534615384615385,1
12693.0,42,809.46,2010-07-05 13:56:00,2010-11-08 14:57:00,32,42,809.46,19.272857142857145,0
12694.0,47,969.78,2010-10-14 19:39:00,2010-10-20 15:45:00,51,47,969.78,20.633617021276596,0
12695.0,32,825.02,2010-02-12 13:22:00,2010-06-29 16:12:00,164,32,825.02,25.781875,1
12696.0,50,801.15,2010-01-26 16:39:00,2010-10-01 10:43:00,70,50,801.15,16.023,0
12698.0,16,339.75,2010-04-28 15:51:00,2010-04-28 15:51:00,226,16,339.75,21.234375,1
12699.0,41,638.11,2010-10-18 12:07:00,2010-10-18 12:07:00,53,41,638.11,15.563658536585367,0
12701.0,94,1648.7,2010-03-16 13:23:00,2010-06-28 13:44:00,165,94,1648.7,17.53936170212766,1
12703.0,62,617.48,2010-01-24 12:05:00,2010-03-16 13:22:00,269,62,617.48,9.959354838709677,1
12705.0,278,4739.76,2009-12-03 10:26:00,2010-11-30 14:39:00,10,278,4739.76,17.049496402877697,0
12706.0,1,-91.89,2010-01-26 16:25:00,2010-01-26 16:25:00,318,1,-91.89,-91.89,1
12708.0,162,2501.84,2009-12-18 10:25:00,2010-12-06 10:43:00,4,162,2501.84,15.443456790123458,0
12709.0,331,21018.51,2009-12-09 13:49:00,2010-12-08 09:49:00,2,331,21018.51,63.50003021148036,0
12711.0,60,1339.05,2010-02-01 11:30:00,2010-04-07 11:59:00,247,60,1339.05,22.3175,1
12712.0,152,2738.03,2009-12-09 10:46:00,2010-12-09 11:39:00,1,152,2738.03,18.013355263157894,0
12714.0,437,9384.85,2009-12-04 10:00:00,2010-11-16 18:10:00,24,437,9384.85,21.47562929061785,0
12717.0,16,277.93,2010-04-28 14:34:00,2010-04-28 14:34:00,226,16,277.93,17.370625,1
12720.0,174,2334.6,2010-07-21 09:46:00,2010-12-05 15:21:00,5,174,2334.6,13.417241379310344,0
12721.0,90,1277.7,2010-08-25 11:07:00,2010-12-09 10:14:00,1,90,1277.7,14.196666666666667,0
12724.0,76,1286.11,2010-06-22 14:00:00,2010-11-21 13:26:00,19,76,1286.11,16.9225,0
12725.0,106,2266.76,2010-05-04 13:59:00,2010-12-03 15:45:00,7,106,2266.76,21.384528301886796,0
12726.0,55,1405.5,2010-03-25 16:25:00,2010-11-17 16:59:00,23,55,1405.5,25.554545454545455,0
12727.0,64,1698.8300000000002,2010-02-23 09:54:00,2010-09-23 10:45:00,78,64,1698.8300000000002,26.544218750000002,0
12728.0,15,233.84,2010-11-21 11:34:00,2010-11-21 11:34:00,19,15,233.84,15.589333333333334,0
12730.0,47,829.25,2010-07-06 12:19:00,2010-07-06 12:19:00,157,47,829.25,17.643617021276597,1
12731.0,119,6879.8,2010-03-02 09:23:00,2010-09-23 15:12:00,78,119,6879.8,57.813445378151265,0
12733.0,140,1942.87,2010-01-19 13:23:00,2010-11-15 13:56:00,25,140,1942.87,13.877642857142856,0
12734.0,15,529.25,2010-11-12 13:26:00,2010-11-30 11:05:00,10,15,529.25,35.28333333333333,0
12737.0,2,3710.5,2010-07-29 12:27:00,2010-07-29 12:29:00,134,2,3710.5,1855.25,1
12738.0,11,155.35,2010-12-02 18:27:00,2010-12-02 18:27:00,8,11,155.35,14.122727272727273,0
